Gender,Race_Ethnicity,Parental_Level_of_Education,Lunch,Test_Preparation,Maths_Score,Reading_Score,Writing_Score
Female,Group A,high school,Standard,Completed,67,16,56
Male,Group B,associate's degree,Standard,None,33,49,93
Female,Group E,some high school,Standard,None,69,80,3
Male,Group C,associate's degree,Standard,None,34,6,66
Female,Group B,bachelor's degree,Standard,None,53,1,96
Female,Group C,high school,Standard,Completed,8,44,18
Male,Group D,high school,Standard,None,16,73,26
Female,Group E,some college,Free/Reduced,None,16,46,8
Male,Group D,bachelor's degree,Standard,Completed,55,88,70
Male,Group A,associate's degree,Standard,Completed,21,96,87
Male,Group D,some high school,Free/Reduced,None,27,36,31
Male,Group E,some college,Standard,None,6,35,87
Female,Group A,some college,Free/Reduced,None,30,79,76
Male,Group B,bachelor's degree,Free/Reduced,None,53,88,56
Female,Group B,some high school,Free/Reduced,None,77,72,49
Female,Group D,some college,Standard,Completed,56,54,27
Male,Group B,master's degree,Free/Reduced,Completed,13,48,34
Female,Group D,associate's degree,Free/Reduced,Completed,64,27,42
Male,Group A,associate's degree,Standard,None,80,49,78
Male,Group A,some college,Standard,Completed,23,48,99
Male,Group D,some college,Free/Reduced,Completed,16,23,10
Female,Group C,some college,Standard,Completed,27,23,61
Male,Group B,some high school,Free/Reduced,None,41,42,3
Female,Group E,associate's degree,Free/Reduced,Completed,50,22,63
Male,Group B,some college,Free/Reduced,Completed,48,58,90
Male,Group D,associate's degree,Standard,Completed,52,0,29
Male,Group E,some college,Standard,None,95,53,6
Male,Group D,associate's degree,Free/Reduced,Completed,5,67,54
Female,Group B,some college,Standard,None,3,31,18
Male,Group D,bachelor's degree,Free/Reduced,Completed,65,39,49
Female,Group C,some college,Standard,None,73,85,61
Female,Group A,some high school,Standard,None,77,10,81
Female,Group D,some college,Free/Reduced,None,85,70,21
Male,Group D,high school,Free/Reduced,Completed,95,94,86
Female,Group A,high school,Free/Reduced,None,30,6,26
Male,Group A,associate's degree,Free/Reduced,Completed,79,54,34
Female,Group E,master's degree,Standard,None,97,46,46
Male,Group A,associate's degree,Standard,Completed,76,76,39
Female,Group B,high school,Standard,None,23,89,38
Male,Group B,bachelor's degree,Standard,None,76,82,64
Male,Group E,some college,Free/Reduced,Completed,30,52,99
Male,Group C,high school,Standard,None,47,74,41
Male,Group E,some college,Standard,None,50,91,33
Male,Group B,high school,Standard,Completed,22,26,39
Female,Group D,high school,Standard,None,98,92,73
Male,Group C,some college,Standard,Completed,72,41,47
Male,Group B,high school,Standard,Completed,62,20,46
Female,Group A,master's degree,Standard,Completed,51,24,68
Male,Group B,high school,Free/Reduced,Completed,79,71,3
Female,Group D,associate's degree,Free/Reduced,None,40,61,41
Female,Group C,some high school,Free/Reduced,None,4,98,37
Male,Group D,associate's degree,Standard,None,54,3,63
Female,Group A,some high school,Free/Reduced,None,36,41,51
Female,Group A,master's degree,Standard,None,84,49,60
Male,Group B,some college,Free/Reduced,None,99,53,16
Female,Group A,high school,Standard,None,81,53,22
Female,Group D,associate's degree,Free/Reduced,Completed,77,41,67
Female,Group E,high school,Standard,Completed,53,49,40
Male,Group A,some college,Free/Reduced,None,30,66,88
Male,Group C,some college,Standard,Completed,39,8,41
Female,Group C,high school,Free/Reduced,Completed,73,48,61
Male,Group E,associate's degree,Free/Reduced,Completed,68,21,5
Male,Group E,associate's degree,Standard,None,30,13,16
Male,Group E,some high school,Standard,Completed,45,34,57
Male,Group C,some college,Free/Reduced,None,16,98,3
Female,Group B,some college,Standard,None,86,1,22
Female,Group E,some college,Free/Reduced,None,35,19,22
Female,Group E,bachelor's degree,Free/Reduced,Completed,92,54,42
Female,Group E,associate's degree,Standard,None,92,100,45
Male,Group E,bachelor's degree,Free/Reduced,None,54,30,5
Female,Group D,some high school,Free/Reduced,None,23,65,37
Male,Group E,high school,Standard,Completed,53,58,88
Female,Group D,high school,Free/Reduced,Completed,100,0,8
Female,Group B,some college,Standard,None,99,73,71
Female,Group D,some college,Standard,Completed,36,96,59
Female,Group D,associate's degree,Standard,None,21,6,6
Female,Group A,bachelor's degree,Free/Reduced,None,86,95,37
Female,Group A,bachelor's degree,Free/Reduced,None,16,33,12
Female,Group A,some high school,Free/Reduced,None,49,6,62
Female,Group E,associate's degree,Free/Reduced,None,99,90,33
Female,Group D,associate's degree,Free/Reduced,None,49,27,85
Female,Group A,associate's degree,Free/Reduced,Completed,43,31,76
Male,Group D,associate's degree,Free/Reduced,Completed,21,13,33
Male,Group D,some high school,Standard,Completed,30,50,5
Female,Group E,some high school,Free/Reduced,Completed,12,99,38
Male,Group B,associate's degree,Free/Reduced,None,1,99,27
Male,Group A,some college,Free/Reduced,Completed,35,74,99
Female,Group C,associate's degree,Standard,None,66,25,7
Female,Group B,some high school,Standard,Completed,84,24,47
Female,Group E,associate's degree,Standard,Completed,40,10,31
Female,Group A,associate's degree,Standard,Completed,89,53,19
Female,Group B,bachelor's degree,Standard,None,80,43,79
Male,Group C,some high school,Free/Reduced,None,70,1,37
Male,Group A,some high school,Free/Reduced,None,40,37,44
Female,Group E,some college,Free/Reduced,None,18,48,92
Female,Group C,some college,Free/Reduced,None,88,85,17
Female,Group B,high school,Free/Reduced,None,37,36,22
Female,Group B,master's degree,Free/Reduced,Completed,51,57,89
Female,Group E,some high school,Standard,Completed,79,81,53
Male,Group D,master's degree,Standard,Completed,67,42,40
Female,Group B,some college,Free/Reduced,Completed,39,5,49
Male,Group D,associate's degree,Standard,Completed,51,86,55
Male,Group D,bachelor's degree,Standard,Completed,60,43,97
Male,Group E,master's degree,Standard,Completed,24,93,87
Male,Group A,high school,Standard,None,77,6,20
Female,Group D,some college,Free/Reduced,Completed,97,0,68
Male,Group D,bachelor's degree,Standard,Completed,57,86,27
Male,Group B,associate's degree,Free/Reduced,None,94,74,6
Female,Group D,master's degree,Free/Reduced,None,51,75,83
Female,Group B,some college,Free/Reduced,Completed,6,23,10
Male,Group A,some college,Standard,None,90,77,26
Female,Group C,bachelor's degree,Standard,None,44,73,45
Female,Group B,high school,Standard,Completed,23,13,29
Male,Group B,bachelor's degree,Free/Reduced,None,40,42,76
Male,Group C,associate's degree,Free/Reduced,None,74,14,5
Female,Group B,some high school,Free/Reduced,Completed,64,16,36
Female,Group B,associate's degree,Standard,Completed,70,89,57
Female,Group C,high school,Standard,None,39,55,1
Male,Group E,some college,Free/Reduced,None,58,15,34
Female,Group B,associate's degree,Free/Reduced,Completed,24,73,75
Male,Group A,associate's degree,Free/Reduced,None,13,54,30
Male,Group B,master's degree,Free/Reduced,None,36,14,51
Male,Group A,high school,Standard,Completed,96,75,31
Female,Group E,associate's degree,Free/Reduced,None,71,47,24
Male,Group A,some high school,Free/Reduced,None,42,43,40
Male,Group E,some college,Standard,Completed,41,74,21
Female,Group E,master's degree,Free/Reduced,None,61,30,8
Male,Group A,high school,Standard,None,100,14,6
Male,Group C,bachelor's degree,Standard,None,68,4,53
Male,Group B,bachelor's degree,Free/Reduced,Completed,14,76,76
Male,Group E,bachelor's degree,Free/Reduced,None,88,23,22
Male,Group D,master's degree,Free/Reduced,Completed,5,83,23
Female,Group C,associate's degree,Standard,None,79,24,40
Male,Group A,some college,Standard,None,88,92,87
Male,Group D,bachelor's degree,Standard,Completed,43,46,77
Female,Group B,some high school,Free/Reduced,None,25,80,36
Male,Group D,some college,Standard,None,11,19,25
Female,Group B,bachelor's degree,Free/Reduced,Completed,41,44,22
Female,Group C,bachelor's degree,Free/Reduced,Completed,56,39,91
Female,Group A,some high school,Free/Reduced,Completed,42,8,14
Male,Group D,high school,Free/Reduced,None,14,36,65
Male,Group B,master's degree,Standard,None,72,100,27
Male,Group B,bachelor's degree,Standard,Completed,42,91,36
Female,Group C,some high school,Free/Reduced,None,9,34,62
Male,Group D,high school,Standard,Completed,10,60,29
Female,Group D,some college,Free/Reduced,None,12,52,82
Male,Group A,high school,Standard,None,78,43,96
Female,Group B,associate's degree,Free/Reduced,None,42,10,47
Male,Group E,some college,Free/Reduced,Completed,53,96,5
Male,Group D,associate's degree,Free/Reduced,None,70,88,31
Male,Group C,some high school,Standard,None,1,34,81
Female,Group B,some college,Standard,Completed,97,16,51
Female,Group E,associate's degree,Free/Reduced,Completed,51,25,53
Female,Group E,some high school,Standard,Completed,96,42,94
Male,Group C,bachelor's degree,Standard,Completed,11,12,80
Female,Group B,some college,Standard,Completed,60,80,21
Female,Group C,some high school,Free/Reduced,Completed,39,92,81
Female,Group A,bachelor's degree,Free/Reduced,None,8,54,89
Male,Group B,associate's degree,Free/Reduced,Completed,7,66,6
Female,Group C,bachelor's degree,Standard,None,33,80,74
Male,Group E,some college,Standard,None,18,45,58
Male,Group B,some college,Standard,None,47,68,87
Female,Group E,bachelor's degree,Free/Reduced,None,24,35,45
Female,Group B,associate's degree,Free/Reduced,None,90,28,10
Female,Group C,master's degree,Standard,None,7,5,44
Female,Group E,associate's degree,Standard,Completed,47,13,77
Male,Group B,master's degree,Free/Reduced,None,65,69,54
Female,Group C,high school,Standard,None,92,66,7
Male,Group E,some college,Free/Reduced,Completed,0,63,15
Male,Group B,some college,Standard,None,29,27,1
Female,Group D,bachelor's degree,Free/Reduced,None,88,67,41
Male,Group B,master's degree,Standard,None,80,41,44
Male,Group B,high school,Free/Reduced,Completed,96,33,15
Female,Group A,some high school,Standard,None,12,69,33
Male,Group C,bachelor's degree,Free/Reduced,Completed,40,30,95
Male,Group B,some college,Standard,None,15,18,23
Male,Group D,some college,Standard,None,25,67,30
Male,Group C,bachelor's degree,Standard,Completed,76,64,20
Male,Group E,bachelor's degree,Free/Reduced,Completed,9,35,62
Female,Group E,some college,Standard,Completed,50,64,22
Male,Group C,some college,Standard,None,33,32,82
Male,Group C,some college,Free/Reduced,None,84,79,91
Female,Group C,high school,Free/Reduced,None,36,15,97
Male,Group B,bachelor's degree,Free/Reduced,None,75,53,92
Male,Group E,bachelor's degree,Free/Reduced,Completed,66,94,71
Female,Group B,some college,Free/Reduced,Completed,56,29,21
Female,Group D,high school,Free/Reduced,None,10,82,49
Female,Group D,bachelor's degree,Standard,None,38,51,43
Male,Group D,bachelor's degree,Standard,Completed,92,92,8
Male,Group D,some high school,Free/Reduced,Completed,28,73,21
Male,Group B,some college,Standard,Completed,28,86,40
Female,Group A,high school,Free/Reduced,Completed,67,16,41
Female,Group B,associate's degree,Free/Reduced,Completed,86,99,29
Male,Group A,some high school,Standard,Completed,90,24,6
Male,Group E,some college,Free/Reduced,Completed,80,80,45
Male,Group E,master's degree,Standard,None,0,52,49
Male,Group A,some college,Free/Reduced,None,60,44,48
Male,Group C,some college,Standard,None,54,24,52
Female,Group A,some college,Free/Reduced,None,84,31,21
Male,Group E,high school,Standard,Completed,12,12,62
Male,Group C,high school,Free/Reduced,None,46,42,14
Male,Group B,some college,Standard,None,46,14,68
Male,Group D,bachelor's degree,Standard,Completed,57,50,5
Male,Group A,some high school,Standard,None,81,56,30
Female,Group A,master's degree,Standard,None,5,5,56
Male,Group C,associate's degree,Standard,None,99,39,62
Female,Group B,some high school,Standard,Completed,54,5,7
Male,Group D,master's degree,Free/Reduced,None,26,21,73
Male,Group E,high school,Standard,Completed,50,41,1
Male,Group C,some college,Free/Reduced,Completed,73,80,27
Male,Group A,high school,Free/Reduced,Completed,60,89,32
Female,Group D,associate's degree,Free/Reduced,Completed,48,45,22
Female,Group C,associate's degree,Standard,None,23,83,21
Female,Group B,bachelor's degree,Free/Reduced,Completed,7,21,98
Female,Group C,some high school,Free/Reduced,None,8,38,41
Female,Group A,master's degree,Free/Reduced,None,86,69,16
Female,Group A,associate's degree,Free/Reduced,Completed,86,21,41
Male,Group E,some college,Standard,Completed,37,92,11
Female,Group D,associate's degree,Free/Reduced,Completed,56,36,79
Male,Group C,some college,Standard,Completed,2,87,45
Male,Group C,high school,Standard,None,96,42,53
Female,Group D,associate's degree,Standard,Completed,46,49,55
Male,Group C,high school,Free/Reduced,None,47,38,35
Female,Group E,associate's degree,Standard,None,45,28,8
Male,Group E,high school,Free/Reduced,None,50,34,77
Female,Group D,some high school,Standard,Completed,6,45,76
Female,Group D,bachelor's degree,Free/Reduced,None,1,28,60
Female,Group E,master's degree,Free/Reduced,None,37,27,3
Male,Group C,high school,Free/Reduced,None,81,99,43
Female,Group A,master's degree,Standard,None,84,1,32
Male,Group D,some college,Free/Reduced,Completed,91,69,100
Male,Group B,high school,Standard,Completed,55,5,53
Male,Group E,high school,Free/Reduced,Completed,14,63,67
Male,Group C,master's degree,Standard,Completed,53,50,67
Male,Group E,bachelor's degree,Standard,None,37,44,4
Male,Group C,some college,Free/Reduced,None,84,52,18
Male,Group B,high school,Free/Reduced,None,73,38,57
Male,Group C,associate's degree,Free/Reduced,Completed,53,10,80
Male,Group E,high school,Standard,Completed,22,4,70
Male,Group E,master's degree,Free/Reduced,Completed,8,64,8
Male,Group E,high school,Standard,Completed,9,89,13
Male,Group C,bachelor's degree,Standard,None,59,55,21
Male,Group A,bachelor's degree,Standard,Completed,49,21,24
Male,Group A,high school,Free/Reduced,Completed,45,59,14
Male,Group A,high school,Standard,None,33,83,69
Female,Group D,some college,Standard,None,18,84,32
Male,Group A,some high school,Standard,Completed,86,6,17
Male,Group A,some college,Standard,Completed,53,69,76
Male,Group C,some college,Free/Reduced,None,75,51,28
Female,Group E,some college,Free/Reduced,None,35,51,33
Male,Group E,some high school,Free/Reduced,Completed,91,88,16
Male,Group B,bachelor's degree,Free/Reduced,None,22,89,54
Female,Group D,high school,Standard,Completed,96,96,82
Female,Group D,high school,Standard,None,40,99,79
Female,Group A,some college,Standard,Completed,39,52,33
Female,Group B,some college,Standard,Completed,98,94,20
Female,Group D,bachelor's degree,Free/Reduced,Completed,21,61,71
Male,Group A,some college,Free/Reduced,Completed,90,67,83
Female,Group D,master's degree,Standard,None,50,41,58
Female,Group B,master's degree,Standard,Completed,60,70,76
Female,Group E,master's degree,Free/Reduced,None,43,10,5
Female,Group B,master's degree,Standard,Completed,82,38,9
Female,Group B,master's degree,Free/Reduced,None,85,85,62
Female,Group A,high school,Standard,Completed,26,69,83
Female,Group A,some high school,Standard,None,30,31,63
Male,Group C,associate's degree,Standard,None,49,77,20
Male,Group E,associate's degree,Standard,Completed,90,58,84
Female,Group B,master's degree,Free/Reduced,None,17,4,35
Female,Group E,bachelor's degree,Standard,None,53,59,87
Male,Group C,master's degree,Standard,None,51,51,37
Male,Group C,master's degree,Free/Reduced,Completed,16,13,99
Male,Group C,bachelor's degree,Free/Reduced,Completed,24,53,92
Male,Group B,associate's degree,Standard,Completed,19,64,27
Male,Group A,some high school,Standard,None,92,99,62
Male,Group A,high school,Free/Reduced,Completed,56,83,93
Female,Group E,bachelor's degree,Free/Reduced,Completed,79,46,58
Male,Group A,bachelor's degree,Free/Reduced,Completed,49,1,64
Female,Group E,associate's degree,Standard,Completed,24,53,95
Male,Group D,some college,Free/Reduced,Completed,82,35,17
Female,Group E,associate's degree,Free/Reduced,Completed,29,4,34
Female,Group C,some high school,Free/Reduced,None,43,81,0
Male,Group D,associate's degree,Free/Reduced,Completed,96,65,92
Female,Group A,master's degree,Free/Reduced,Completed,94,6,79
Male,Group A,master's degree,Standard,Completed,52,46,53
Female,Group C,some college,Free/Reduced,None,85,100,8
Female,Group D,associate's degree,Free/Reduced,None,10,59,9
Male,Group A,some high school,Free/Reduced,None,81,36,57
Female,Group A,some high school,Free/Reduced,None,54,92,52
Female,Group C,some high school,Standard,Completed,47,65,6
Female,Group C,some high school,Standard,None,32,8,54
Male,Group A,bachelor's degree,Standard,Completed,62,24,10
Female,Group C,high school,Free/Reduced,Completed,53,54,66
Male,Group A,high school,Standard,None,49,35,18
Male,Group E,master's degree,Standard,Completed,78,33,15
Male,Group E,some high school,Standard,None,76,59,33
Female,Group E,high school,Free/Reduced,Completed,79,47,62
Female,Group A,associate's degree,Standard,None,54,24,17
Male,Group B,master's degree,Free/Reduced,None,46,16,96
Female,Group D,associate's degree,Standard,None,37,85,29
Female,Group A,some college,Standard,None,12,20,99
Female,Group A,high school,Standard,None,92,90,53
Male,Group C,some college,Standard,Completed,21,71,97
Female,Group B,master's degree,Free/Reduced,None,89,45,7
Male,Group D,high school,Free/Reduced,Completed,99,83,79
Female,Group B,some high school,Free/Reduced,Completed,83,97,16
Male,Group E,some college,Standard,None,15,41,57
Female,Group E,master's degree,Standard,Completed,34,1,50
Male,Group C,some college,Free/Reduced,None,54,76,30
Female,Group E,bachelor's degree,Free/Reduced,Completed,58,34,78
Male,Group B,high school,Standard,Completed,43,94,14
Male,Group D,some high school,Standard,None,35,19,24
Female,Group A,some high school,Free/Reduced,None,93,99,71
Female,Group B,some high school,Standard,None,67,55,29
Male,Group D,associate's degree,Free/Reduced,None,17,99,8
Male,Group D,some high school,Free/Reduced,None,94,4,29
Female,Group A,some college,Standard,Completed,60,85,28
Female,Group B,master's degree,Standard,None,50,10,49
Male,Group A,some college,Free/Reduced,None,83,49,49
Female,Group C,master's degree,Free/Reduced,None,50,72,23
Female,Group D,high school,Standard,None,54,88,66
Male,Group D,bachelor's degree,Standard,None,0,75,4
Female,Group D,some high school,Standard,None,58,64,3
Female,Group A,bachelor's degree,Standard,Completed,56,53,79
Female,Group C,associate's degree,Free/Reduced,None,40,23,75
Female,Group A,some college,Free/Reduced,Completed,36,69,69
Female,Group E,high school,Standard,Completed,82,96,50
Male,Group D,associate's degree,Standard,None,12,85,9
Male,Group A,associate's degree,Standard,Completed,58,76,36
Male,Group E,master's degree,Standard,None,53,71,21
Male,Group C,master's degree,Standard,None,4,76,35
Male,Group D,associate's degree,Free/Reduced,Completed,12,76,44
Male,Group B,bachelor's degree,Free/Reduced,Completed,51,64,15
Male,Group C,associate's degree,Standard,None,83,97,51
Female,Group B,high school,Standard,None,71,65,88
Female,Group B,some college,Free/Reduced,Completed,11,12,1
Male,Group D,associate's degree,Standard,Completed,61,4,65
Male,Group D,some college,Free/Reduced,None,81,57,79
Female,Group E,bachelor's degree,Standard,Completed,43,6,80
Female,Group C,some college,Free/Reduced,None,60,25,66
Male,Group C,some high school,Free/Reduced,None,28,75,25
Female,Group B,master's degree,Free/Reduced,None,66,30,69
Male,Group C,some high school,Standard,None,73,13,18
Female,Group B,some high school,Free/Reduced,Completed,92,68,64
Male,Group A,some college,Free/Reduced,None,18,20,32
Male,Group D,bachelor's degree,Standard,None,85,57,57
Female,Group E,bachelor's degree,Standard,Completed,3,72,23
Male,Group D,associate's degree,Standard,Completed,95,43,97
Female,Group E,master's degree,Free/Reduced,None,98,55,7
Male,Group B,bachelor's degree,Free/Reduced,None,47,41,77
Female,Group A,associate's degree,Free/Reduced,Completed,99,44,80
Male,Group D,master's degree,Standard,Completed,36,51,14
Female,Group C,bachelor's degree,Standard,None,91,87,8
Female,Group C,high school,Free/Reduced,None,3,95,45
Male,Group C,master's degree,Standard,Completed,55,32,83
Female,Group B,associate's degree,Standard,Completed,66,50,92
Male,Group D,some college,Standard,None,8,56,5
Male,Group B,bachelor's degree,Standard,None,90,30,20
Male,Group D,master's degree,Standard,None,78,68,52
Male,Group A,high school,Standard,None,12,76,95
Female,Group C,high school,Free/Reduced,Completed,44,56,83
Male,Group B,some college,Standard,Completed,83,8,22
Female,Group A,some college,Standard,Completed,100,53,76
Female,Group A,associate's degree,Free/Reduced,Completed,64,83,14
Male,Group D,some high school,Free/Reduced,Completed,15,62,73
Male,Group E,associate's degree,Standard,None,75,52,11
Female,Group E,some college,Standard,None,0,17,67
Male,Group E,master's degree,Free/Reduced,Completed,33,61,26
Female,Group E,some college,Standard,Completed,52,7,63
Male,Group C,some high school,Standard,None,24,28,73
Female,Group B,associate's degree,Free/Reduced,None,52,91,67
Female,Group C,some college,Standard,None,36,25,4
Female,Group B,some college,Free/Reduced,Completed,2,40,50
Female,Group E,some high school,Standard,None,59,69,25
Female,Group D,some high school,Free/Reduced,None,89,5,24
Male,Group B,associate's degree,Standard,Completed,92,32,12
Female,Group B,master's degree,Free/Reduced,Completed,94,66,57
Male,Group B,bachelor's degree,Free/Reduced,None,91,87,99
Female,Group A,some high school,Free/Reduced,None,93,71,22
Male,Group A,high school,Standard,Completed,8,95,73
Female,Group B,associate's degree,Standard,None,24,78,70
Male,Group E,bachelor's degree,Free/Reduced,Completed,86,69,91
Male,Group C,bachelor's degree,Free/Reduced,Completed,22,75,0
Female,Group A,some high school,Free/Reduced,Completed,1,22,55
Female,Group C,some college,Free/Reduced,None,11,3,70
Male,Group C,some college,Free/Reduced,Completed,76,25,88
Male,Group E,bachelor's degree,Free/Reduced,None,26,37,70
Male,Group D,associate's degree,Free/Reduced,None,67,47,18
Male,Group E,master's degree,Standard,None,68,27,64
Female,Group E,associate's degree,Free/Reduced,None,69,100,19
Male,Group B,master's degree,Free/Reduced,None,20,5,21
Female,Group A,some high school,Standard,Completed,44,98,32
Male,Group D,some high school,Standard,Completed,94,37,41
Male,Group C,associate's degree,Free/Reduced,Completed,29,33,22
Female,Group B,some college,Free/Reduced,Completed,2,91,2
Female,Group E,associate's degree,Standard,None,37,36,80
Female,Group D,some college,Free/Reduced,None,76,22,72
Male,Group C,master's degree,Standard,None,43,87,43
Male,Group B,some college,Standard,Completed,6,100,79
Male,Group B,associate's degree,Free/Reduced,Completed,51,16,36
Female,Group E,associate's degree,Standard,None,71,96,29
Male,Group D,some college,Free/Reduced,Completed,79,75,70
Female,Group D,bachelor's degree,Free/Reduced,None,51,99,36
Female,Group C,associate's degree,Standard,Completed,73,56,33
Female,Group A,some high school,Free/Reduced,None,95,42,51
Male,Group B,some high school,Free/Reduced,None,48,35,63
Male,Group D,some high school,Free/Reduced,None,6,91,42
Male,Group A,associate's degree,Free/Reduced,Completed,34,10,30
Female,Group A,associate's degree,Standard,Completed,57,65,37
Male,Group E,bachelor's degree,Free/Reduced,None,100,93,24
Male,Group B,some high school,Free/Reduced,None,84,52,48
Female,Group B,high school,Free/Reduced,None,91,47,78
Female,Group D,some college,Free/Reduced,Completed,3,59,77
Female,Group B,high school,Free/Reduced,None,0,7,18
Male,Group D,some high school,Standard,None,75,25,9
Female,Group B,high school,Standard,Completed,49,54,60
Female,Group C,some college,Standard,None,61,8,1
Female,Group E,some college,Standard,Completed,18,94,57
Female,Group A,bachelor's degree,Free/Reduced,None,67,73,42
Female,Group C,associate's degree,Standard,Completed,93,39,19
Male,Group D,bachelor's degree,Free/Reduced,None,24,16,67
Male,Group B,some high school,Free/Reduced,None,31,49,99
Female,Group C,bachelor's degree,Standard,Completed,67,88,18
Male,Group C,associate's degree,Standard,None,79,38,58
Male,Group C,associate's degree,Standard,Completed,41,81,99
Male,Group D,associate's degree,Standard,None,78,9,44
Female,Group B,some college,Free/Reduced,None,57,61,72
Male,Group D,master's degree,Free/Reduced,None,65,46,86
Male,Group A,some college,Free/Reduced,Completed,46,57,28
Male,Group C,some college,Free/Reduced,Completed,57,14,88
Female,Group B,associate's degree,Free/Reduced,Completed,61,16,90
Female,Group E,high school,Free/Reduced,None,9,85,70
Male,Group E,some college,Free/Reduced,None,60,39,19
Male,Group A,associate's degree,Free/Reduced,Completed,81,57,65
Male,Group B,some high school,Standard,Completed,47,91,25
Male,Group B,some college,Standard,Completed,2,28,64
Female,Group A,high school,Standard,None,5,88,81
Female,Group A,associate's degree,Standard,Completed,11,51,46
Male,Group C,some college,Standard,Completed,99,43,44
Female,Group B,some college,Standard,Completed,1,88,9
Female,Group A,bachelor's degree,Free/Reduced,Completed,3,93,9
Female,Group C,high school,Standard,Completed,28,70,76
Female,Group D,bachelor's degree,Free/Reduced,Completed,43,79,95
Male,Group E,bachelor's degree,Free/Reduced,None,47,100,13
Female,Group D,master's degree,Free/Reduced,None,9,2,33
Male,Group B,some high school,Free/Reduced,None,14,93,84
Female,Group A,some high school,Standard,Completed,10,56,48
Female,Group A,high school,Free/Reduced,Completed,45,100,14
Male,Group A,high school,Free/Reduced,None,46,48,12
Female,Group C,master's degree,Standard,Completed,15,57,87
Female,Group E,associate's degree,Free/Reduced,Completed,15,13,61
Female,Group D,some high school,Free/Reduced,None,17,37,35
Male,Group A,some high school,Standard,Completed,99,56,87
Female,Group A,high school,Standard,None,84,49,58
Male,Group B,bachelor's degree,Standard,None,37,99,26
Female,Group E,associate's degree,Standard,None,11,38,53
Female,Group E,some high school,Free/Reduced,None,37,82,90
Female,Group B,associate's degree,Free/Reduced,None,88,29,77
Female,Group B,high school,Free/Reduced,Completed,72,22,31
Male,Group D,some high school,Standard,Completed,3,1,28
Male,Group A,master's degree,Standard,None,74,85,38
Female,Group A,high school,Free/Reduced,Completed,72,26,82
Male,Group E,master's degree,Standard,None,58,41,80
Male,Group A,associate's degree,Standard,None,56,65,53
Male,Group D,some college,Standard,Completed,60,30,16
Female,Group E,associate's degree,Free/Reduced,None,92,61,35
Male,Group B,some college,Free/Reduced,Completed,93,11,26
Male,Group B,high school,Standard,None,86,94,68
Male,Group E,some college,Standard,None,21,61,86
Female,Group D,master's degree,Free/Reduced,None,55,91,29
Male,Group A,master's degree,Free/Reduced,None,68,44,3
Male,Group A,associate's degree,Free/Reduced,Completed,75,58,22
Female,Group B,some high school,Free/Reduced,Completed,9,49,96
Male,Group C,high school,Standard,None,52,32,45
Female,Group C,some high school,Free/Reduced,None,22,41,88
Male,Group D,master's degree,Free/Reduced,Completed,42,26,67
Male,Group E,some college,Standard,Completed,79,40,74
Female,Group A,associate's degree,Free/Reduced,Completed,42,100,96
Female,Group B,bachelor's degree,Standard,Completed,48,0,89
Female,Group B,some high school,Free/Reduced,Completed,37,4,4
Male,Group D,some high school,Standard,Completed,67,56,91
Female,Group A,bachelor's degree,Standard,None,49,35,9
Male,Group C,some high school,Free/Reduced,None,90,75,25
Female,Group E,some high school,Standard,None,32,41,94
Female,Group B,some college,Free/Reduced,Completed,96,62,93
Female,Group E,associate's degree,Standard,Completed,54,82,63
Female,Group A,master's degree,Free/Reduced,None,70,79,56
Female,Group C,some college,Standard,None,63,89,70
Male,Group E,bachelor's degree,Standard,None,50,53,88
Male,Group A,some college,Free/Reduced,None,7,33,6
Male,Group C,associate's degree,Free/Reduced,None,7,47,45
Male,Group D,master's degree,Standard,None,75,43,37
Male,Group E,associate's degree,Standard,Completed,73,43,11
Male,Group B,high school,Free/Reduced,None,42,58,72
Female,Group E,some high school,Standard,None,33,23,34
Female,Group C,high school,Free/Reduced,None,15,38,29
Female,Group C,master's degree,Standard,None,98,73,71
Male,Group C,high school,Standard,Completed,53,65,53
Male,Group E,some college,Free/Reduced,None,15,46,8
Female,Group B,some high school,Standard,Completed,63,93,26
Male,Group A,high school,Free/Reduced,None,70,12,44
Male,Group E,high school,Standard,None,71,96,79
Male,Group B,high school,Free/Reduced,None,76,19,39
Male,Group E,high school,Standard,Completed,62,20,96
Female,Group E,associate's degree,Standard,None,83,4,98
Female,Group A,bachelor's degree,Standard,Completed,26,64,88
Male,Group E,bachelor's degree,Free/Reduced,None,62,53,92
Male,Group C,high school,Standard,None,48,13,57
Female,Group E,some high school,Free/Reduced,None,80,76,88
Female,Group D,master's degree,Standard,None,34,22,40
Male,Group B,bachelor's degree,Standard,None,72,64,37
Female,Group E,master's degree,Standard,None,80,42,19
Female,Group A,bachelor's degree,Free/Reduced,Completed,34,62,73
Male,Group D,associate's degree,Free/Reduced,None,63,26,78
Female,Group A,associate's degree,Free/Reduced,None,49,31,54
Male,Group C,bachelor's degree,Free/Reduced,Completed,96,18,85
Male,Group A,some high school,Free/Reduced,Completed,7,66,19
Male,Group E,master's degree,Standard,None,72,14,100
Male,Group B,bachelor's degree,Standard,Completed,48,76,11
Male,Group B,master's degree,Standard,None,87,26,85
Female,Group A,associate's degree,Standard,None,63,21,96
Male,Group C,some college,Standard,Completed,91,15,67
Male,Group D,bachelor's degree,Standard,None,46,43,94
Female,Group E,associate's degree,Standard,Completed,9,47,87
